iter	RMSE
431	0.003621649097
432	0.003616366403
433	0.003610884435
434	0.003601911969
435	0.003580889256
436	0.003570436415
437	0.003560634589
438	0.003556210493
439	0.003544268509
440	0.003533911319
441	0.003529045526
442	0.0035243917
443	0.003520974103
444	0.003518447028
445	0.003493700515
446	0.003485182105
447	0.003470782083
448	0.003454562097
449	0.003443698806
450	0.003435248941
451	0.00342758381
452	0.003414780379
453	0.003410410092
454	0.003401236032
455	0.003377294434
456	0.003353836325
457	0.003337174681
458	0.00332678205
459	0.003319862491
460	0.003299434004
461	0.003284746156
462	0.003264990558
463	0.003252282424
464	0.003241913274
465	0.003234112505
466	0.003225208412
467	0.003213936301
468	0.003211167655
469	0.003199175225
470	0.003187026954
471	0.003178864133
472	0.003163413556
473	0.003150856873
474	0.003138301465
475	0.003125933871
476	0.003118829909
477	0.003107690848
478	0.003092856851
479	0.003089101377
480	0.003078147426
481	0.003068906218
482	0.003058267401
483	0.003054126422
484	0.003048025013
485	0.003036711899
486	0.003030269991
487	0.003027143444
488	0.003011028497
489	0.002994365825
490	0.002990947608
491	0.00298686478
492	0.002984406306
493	0.002981815901
494	0.002971733743
495	0.002958674686
496	0.002951108511
497	0.002943998865
498	0.002941164268
499	0.002928558918
500	0.002925919545
501	0.00292303203
502	0.00290930815
503	0.002892839923
504	0.002881741786
505	0.002876380636
506	0.002864295354
507	0.002848600755
508	0.002829676624
509	0.002817127201
510	0.002814573774
511	0.002806339189
512	0.002794052638
513	0.002789598151
514	0.002777069461
515	0.002773978179
516	0.002754454349
517	0.002739098525
518	0.002733407759
519	0.002722862298
520	0.00271852162
521	0.002701156398
522	0.002694803435
523	0.002689916551
524	0.00268212982
525	0.002679718831
526	0.002669568378
527	0.002663921932
528	0.002660517739
529	0.002658010683
530	0.00264481886
531	0.002641615593
532	0.00263242429
533	0.002629998243
534	0.002623937163
535	0.002613194317
536	0.002605856971
537	0.002595503413
538	0.002581216712
539	0.002568551313
540	0.002557603308
541	0.002543304756
542	0.00253303777
543	0.002530420091
544	0.002523929135
545	0.002521056558
546	0.002506604751
547	0.002494051527
548	0.002492049621
549	0.002481590322
550	0.002478571215
551	0.002471666561
552	0.002461634069
553	0.002455878914
554	0.002453823308
555	0.002451546541
556	0.002441907887
557	0.00243993665
558	0.002437014443
559	0.002425098934
560	0.002420935132
561	0.00240936193
562	0.002401386042
563	0.002390989354
564	0.002389134951
565	0.002381875052
566	0.002371654541
567	0.002363599306
568	0.002350279015
569	0.002341157677
570	0.002331146981
571	0.002321388653
572	0.002318580757
573	0.002315799589
574	0.002310895353
575	0.002298256231
576	0.002292010686
577	0.002285850213
578	0.002278763234
579	0.002267158744
580	0.002257731699
581	0.002253719574
582	0.002247765044
583	0.002241571331
584	0.002238257307
585	0.002234981283
586	0.002232904419
587	0.002224130399
588	0.002218529579
589	0.002210568739
590	0.002208296497
591	0.002196615147
592	0.002195047272
593	0.002186656982
594	0.002184493407
595	0.002182443533
596	0.002179565263
597	0.002178354118
598	0.002172486988
599	0.002164391618
600	0.002161603342
601	0.002159277457
602	0.002152560799
603	0.002144300531
604	0.002132479725
605	0.002131002903
606	0.002126615972
607	0.002119957046
608	0.002112087359
609	0.002110809524
610	0.002106856359
611	0.002105497301
612	0.002103779711
613	0.002094157724
614	0.002083820507
615	0.002075056449
616	0.00206774105
617	0.002063355395
618	0.002061698172
619	0.002052266281
620	0.002050164369
621	0.002047431789
622	0.002040068886
623	0.002030714222
624	0.002024436636
625	0.002020616188
626	0.002010937683
627	0.002009217758
628	0.00200755666
629	0.00200103009
630	0.001999211807
631	0.001991096424
632	0.001989326139
633	0.001980747535
634	0.001977349898
635	0.001968903534
636	0.001958699812
637	0.001950388084
638	0.001948690246
639	0.001946557388
640	0.001937717766
641	0.00193285927
642	0.001927751232
643	0.001926688819
644	0.001917625995
645	0.00191379232
646	0.001912120734
647	0.00191001739
648	0.001908584723
649	0.001899437908
650	0.001898339404
651	0.001897242027
652	0.001891506245
653	0.00189038649
654	0.001884641697
655	0.001876287152
656	0.001871355384
657	0.001865323887
658	0.00186143902
659	0.001852877172
660	0.001850618579
661	0.001843551915
662	0.001838375833
663	0.001836887975
664	0.001828137655
665	0.001827075376
666	0.001823437723
667	0.00181724751
668	0.001809509784
669	0.001800279487
670	0.001798332882
671	0.001790096043
672	0.001789073295
673	0.001783070243
674	0.001777224916
675	0.00177153274
676	0.001769185422
677	0.001761248686
678	0.001754775941
679	0.001745588089
680	0.001740097055
681	0.00173211742
682	0.001723890642
683	0.00172266638
684	0.001719698233
685	0.001712940261
686	0.001712141729
687	0.001710697001
688	0.001703051739
689	0.001695616187
690	0.00168956181
691	0.00168233375
692	0.001674331811
693	0.001669586143
694	0.001662787564
695	0.001662042022
696	0.001658091106
697	0.001655901065
698	0.001651014701
699	0.001650208222
700	0.001646423488
701	0.001645431941
702	0.001636930118
703	0.001634733884
704	0.00162585227
705	0.001618720302
706	0.001612499214
707	0.001610449598
708	0.001603622384
709	0.001599683986
710	0.001597041901
711	0.001592065166
712	0.001591077712
713	0.001585903764
714	0.00158498435
715	0.001579658724
716	0.001571712877
717	0.001571000835
718	0.001567502118
719	0.00156516846
720	0.001561560687
721	0.001557901599
722	0.001552649381
723	0.001549125886
724	0.001542148252
725	0.001534413936
726	0.001533723029
727	0.001532536054
728	0.001530242555
729	0.001524027027
730	0.001518527325
731	0.001516438564
732	0.001514290917
733	0.001510455657
734	0.001509607274
735	0.001504138935
736	0.001497644687
737	0.001494594632
738	0.001493145337
739	0.001486852876
740	0.001481734467
741	0.001481165432
742	0.00147940232
743	0.001478782215
744	0.001476831571
745	0.001471154155
746	0.00146649434
747	0.001460711839
748	0.00145592135
749	0.001455027512
750	0.001448253284
751	0.00144572749
752	0.001444159468
753	0.001438817979
754	0.001438073557
755	0.001433927548
756	0.001427560265
757	0.001422720533
758	0.001416561747
759	0.001412143419
760	0.001411002185
761	0.001406115187
762	0.001402870057
763	0.00139851709
764	0.001391420497
765	0.00138844135
766	0.001384268023
767	0.001382791969
768	0.001376546521
769	0.001375479035
770	0.0013748783
771	0.00137344423
772	0.00136761409
773	0.001363162351
774	0.001357089523
775	0.00135222901
776	0.001351591212
777	0.001348106123
778	0.001342891526
779	0.001339114079
780	0.001334557415
781	0.001329699163
782	0.001325933916
783	0.001324621567
784	0.00132399671
785	0.001317554001
786	0.001316898361
787	0.001312595483
788	0.001311867261
789	0.001305561508
790	0.00130371065
791	0.00130171166
792	0.001300108081
793	0.001293858641
794	0.001290017382
795	0.001288429192
796	0.001287368742
797	0.001286830779
798	0.001285532979
799	0.001282556297
800	0.001276503292
801	0.001275918613
802	0.001274755526
803	0.001274004841
804	0.001273397122
805	0.00127031952
806	0.001269622242
807	0.001265839647
808	0.001264409853
809	0.001263698549
810	0.001257801911
811	0.00125333657
812	0.001252849881
813	0.001251249975
814	0.001250522649
815	0.001246075363
816	0.00124521611
817	0.001241830374
818	0.001235523307
819	0.001231883875
820	0.001225887764
821	0.001225025371
822	0.001224278857
823	0.001223816673
824	0.001223325637
825	0.001217517207
826	0.001214877214
827	0.00121062197
828	0.001205119202
829	0.001203321152
830	0.001199082159
831	0.001198395087
832	0.001194334962
833	0.001191913719
834	0.001191234782
835	0.001188792604
836	0.001186243823
837	0.001182763762
838	0.001182232113
839	0.001181575459
840	0.00118111953
841	0.001176290146
842	0.001174430456
843	0.001173752747
844	0.001168739699
845	0.001164061799
846	0.001159660664
847	0.00115925791
848	0.001153940169
849	0.001148885867
850	0.001144709812
851	0.001143903934
852	0.001140683449
853	0.0011398155
854	0.001138977133
855	0.001136706078
856	0.001133263412
857	0.001128035412
858	0.001124735061
859	0.001120816763
860	0.001116288419
861	0.001115883682
862	0.001114157763
863	0.001111880575
864	0.001110761154
865	0.001107364657
866	0.001105735499
867	0.001104083389
868	0.001103091908
869	0.00110181415
870	0.001097888619
871	0.001097249596
872	0.001093399986
873	0.00108900028
874	0.001088575749
875	0.001086761312
876	0.001083656209
877	0.001083324294
878	0.00108107125
879	0.001079745835
880	0.00107921648
881	0.001078336045
882	0.001075298002
883	0.001071549062
884	0.001071141986
885	0.001066383748
886	0.001063642317
887	0.001059214819
888	0.001058494587
889	0.001054488494
890	0.001051841673
891	0.001049732856
892	0.001044299056
893	0.001043921218
894	0.001043234436
895	0.00104287585
896	0.001040325019
897	0.001035956734
898	0.001035228453
899	0.001032058442
900	0.00102802088
901	0.001025360773
902	0.001024227389
903	0.001021393689
904	0.001020724785
905	0.001016689127
906	0.001016299098
907	0.00101453299
908	0.001010978062
909	0.001010657233
910	0.001007099635
911	0.001005932233
912	0.001004414171
913	0.001004040782
914	0.001000623307
915	0.001000275209
916	0.0009999536931
917	0.0009988692215
918	0.0009947513493
919	0.0009903857581
920	0.0009845112033
921	0.000982346356
922	0.0009801187489
923	0.0009758546204
924	0.0009751090732
925	0.000974595798
926	0.0009706368534
927	0.0009686339284
928	0.0009658136375
929	0.0009652678425
930	0.000963876706
931	0.0009628701562
932	0.0009616030729
933	0.0009611211595
934	0.0009607448345
935	0.0009568649356
936	0.0009535851926
937	0.0009512196041
938	0.0009509116344
939	0.0009484101414
940	0.0009449923181
941	0.0009415920501
942	0.0009412644684
943	0.0009385487851
944	0.0009351661305
945	0.0009339115068
946	0.0009333163371
947	0.0009302393629
948	0.0009296167255
949	0.0009281371485
950	0.0009263991038
951	0.0009256943555
952	0.0009248041582
953	0.00092228589
954	0.0009185934401
955	0.0009159259112
956	0.0009153594413
957	0.0009118567046
958	0.0009090488486
959	0.0009052893199
960	0.0009028594502
961	0.0009024500957
962	0.0009020005786
963	0.0009013745913
964	0.0009007325804
965	0.0008993336696
966	0.0008971257022
967	0.0008941103962
968	0.0008914083515
969	0.0008911007283
970	0.0008884510801
971	0.0008875609989
972	0.0008848290195
973	0.0008812227552
974	0.0008793363162
975	0.000874562269
976	0.0008730857187
977	0.0008694386119
978	0.0008671238063
979	0.000864302149
980	0.0008612379836
981	0.0008606935008
982	0.0008568407021
983	0.00085638728
984	0.0008525333476
985	0.000849414636
986	0.0008468423231
987	0.0008464478818
988	0.000844641021
989	0.000843078465
990	0.0008398419426
991	0.0008393267141
992	0.0008387583361
993	0.0008377016991
994	0.0008372804773
995	0.0008336766052
996	0.0008309113097
997	0.0008291680444
998	0.0008256437317
999	0.0008251505262
